YEAR,WHYMOVE,MIGSTA1
2022,Other family reason,Colorado
2022,Other family reason,Colorado
2022,Relationship with unmarried partner,South Dakota
2022,Other family reason,South Dakota
2022,Other family reason,South Dakota
2022,New job or job transfer,Colorado
2022,New job or job transfer,Georgia
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,Attend/leave college,Montana
2022,Attend/leave college,Montana
2022,Attend/leave college,Montana
2022,Change of climate,Arizona
2022,Change of climate,Arizona
2022,Health reasons,Wisconsin
2022,New job or job transfer,Idaho
2022,New job or job transfer,Idaho
2022,For cheaper housing,Colorado
2022,Change of climate,Colorado
2022,For cheaper housing,Colorado
2022,Other family reason,California
2022,Other family reason,California
2022,Retired,Utah
2022,Retired,Utah
2022,Relationship with unmarried partner,Nevada
2022,Wanted better neighborhood,Utah
2022,Wanted better neighborhood,Utah
2022,For cheaper housing,California
2022,Other family reason,Utah
2022,Other family reason,Utah
2022,Other family reason,Utah
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,Other job-related reason,Wisconsin
2022,Other job-related reason,Wisconsin
2022,New job or job transfer,Louisiana
2022,New job or job transfer,Louisiana
2022,New job or job transfer,Texas
2022,New job or job transfer,Texas
2022,New job or job transfer,Texas
2022,Other reasons,Illinois
2022,Other reasons,Illinois
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,Wanted better neighborhood,Wisconsin
2022,To establish own household,Wyoming
2022,"Wanted to own home, not rent",Kentucky
2022,"Wanted to own home, not rent",Kentucky
2022,"Wanted to own home, not rent",Kentucky
2022,"Wanted to own home, not rent",Kentucky
2022,"Wanted to own home, not rent",Kentucky
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,Other family reason,Texas
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,Georgia
2022,Attend/leave college,Indiana
2022,Other reasons,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,Other job-related reason,Oklahoma
2022,To establish own household,North Carolina
2022,To establish own household,North Carolina
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,Relationship with unmarried partner,New York
2022,For easier commute,Utah
2022,For easier commute,Utah
2022,For easier commute,Utah
2022,For easier commute,Utah
2022,Other reasons,Louisiana
2022,To establish own household,Texas
2022,For easier commute,Wyoming
2022,For cheaper housing,Florida
2022,For cheaper housing,Florida
2022,New job or job transfer,Kansas
2022,New job or job transfer,Kansas
2022,Health reasons,Texas
2022,Change of climate,Florida
2022,Change of climate,Florida
2022,Change of climate,Florida
2022,For cheaper housing,Florida
2022,For cheaper housing,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,Wanted better neighborhood,Arizona
2022,Wanted better neighborhood,Arizona
2022,Wanted better neighborhood,Arizona
2022,Wanted better neighborhood,Arizona
2022,Wanted better neighborhood,Arizona
2022,Wanted better neighborhood,Arizona
2022,Other family reason,Arizona
2022,Other family reason,Arizona
2022,Other family reason,Arizona
2022,Other reasons,Arizona
2022,Other family reason,Arizona
2022,Relationship with unmarried partner,New York
2022,Relationship with unmarried partner,Wisconsin
2022,Attend/leave college,California
2022,Attend/leave college,Iowa
2022,Relationship with unmarried partner,Arizona
2022,New job or job transfer,Texas
2022,New job or job transfer,Texas
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,Other family reason,California
2022,Health reasons,Arizona
2022,Health reasons,Arizona
2022,For easier commute,Arizona
2022,New job or job transfer,Colorado
2022,New job or job transfer,Colorado
2022,New job or job transfer,Colorado
2022,New job or job transfer,Colorado
2022,Retired,California
2022,Retired,California
2022,To look for work or lost job,Washington
2022,Other housing reason,Washington
2022,Other housing reason,Washington
2022,Other housing reason,Washington
2022,Other housing reason,Washington
2022,Other housing reason,Washington
2022,Other housing reason,Washington
2022,For easier commute,Colorado
2022,New job or job transfer,New Hampshire
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,New Hampshire
2022,Relationship with unmarried partner,New Hampshire
2022,For cheaper housing,Washington
2022,For cheaper housing,Washington
2022,For cheaper housing,Washington
2022,Retired,Oregon
2022,Retired,Oregon
2022,Other job-related reason,Washington
2022,Other job-related reason,Washington
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,For cheaper housing,New York
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,Other family reason,Colorado
2022,Other family reason,Colorado
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,Other family reason,Kansas
2022,New job or job transfer,Minnesota
2022,Other reasons,District of Columbia
2022,Relationship with unmarried partner,Georgia
2022,Change of climate,Oregon
2022,Change of climate,Oregon
2022,Change of climate,Oregon
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Other reasons,Texas
2022,For easier commute,California
2022,New job or job transfer,Ohio
2022,Relationship with unmarried partner,West Virginia
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,California
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,Attend/leave college,California
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,California
2022,Relationship with unmarried partner,California
2022,Other reasons,Texas
2022,To establish own household,Utah
2022,To establish own household,Utah
2022,To establish own household,Utah
2022,To establish own household,Utah
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Other reasons,California
2022,Other reasons,California
2022,Other reasons,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,To establish own household,California
2022,To establish own household,California
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,To establish own household,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,Relationship with unmarried partner,Louisiana
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,Other family reason,California
2022,Other family reason,California
2022,To look for work or lost job,California
2022,New job or job transfer,Indiana
2022,New job or job transfer,Indiana
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,To establish own household,California
2022,Other family reason,Texas
2022,Health reasons,California
2022,Health reasons,California
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,To establish own household,California
2022,To establish own household,California
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Wanted better neighborhood,Oregon
2022,Change in marital status,Oregon
2022,Change in marital status,Washington
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,Attend/leave college,Wyoming
2022,"Wanted to own home, not rent",California
2022,"Wanted to own home, not rent",California
2022,"Wanted to own home, not rent",California
2022,To establish own household,Pennsylvania
2022,To establish own household,Utah
2022,Other housing reason,Utah
2022,Other housing reason,Utah
2022,To establish own household,Hawaii
2022,To establish own household,Hawaii
2022,To establish own household,Hawaii
2022,To establish own household,Hawaii
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,California
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,New job or job transfer,Oregon
2022,New job or job transfer,Oregon
2022,Change in marital status,Oregon
2022,Change in marital status,Oregon
